ids,questions
4415,"Quais são as comissões permanentes que podem ser instituídas na Universidade de São Paulo além das Comissões de Graduação, de Pós-Graduação, de Pesquisa e Inovação, de Cultura e Extensão Universitária e de Inclusão e Pertencimento, e qual é o procedimento para a aprovação de seus regulamentos próprios?"
66,"Como é escolhido o Reitor da Universidade de São Paulo quando a instituição não possui autonomia econômica?"
3894,"Quem é responsável por aprovar os nomes que compõem as Comissões de Graduação, de Pesquisa e Inovação, e de Cultura e Extensão Universitária na USP, e o que acontece em caso de discordância?"
4000,"Quem pode ser eleito como Coordenador e suplente das Comissões de Coordenação de Cursos (CoCs) na Universidade de São Paulo (USP) e quais são os requisitos para esses membros?"
2918,"Quem é responsável pelas providências de disciplinas interdepartamentais na Universidade de São Paulo?"
2662,"Quais são os critérios para a escolha do Coordenador da COESF na Universidade de São Paulo?"
4459,"Qual é a duração do mandato dos membros docentes da Comissão de Pesquisa (CPq) e da Comissão de Pesquisa e Inovação (CPqI) na USP, e quantas vezes é permitida a recondução?"
901,"Qual é o procedimento para um servidor da USP reassumir o exercício após desistir de uma licença e qual a condição para gozar da parte restante da licença?"
1209,"Qual é o tempo mínimo e máximo de duração para a apresentação no Exame de Proficiência em Inglês na USP, e qual será a consequência se o candidato não cumprir esse tempo?"
4135,"Quais são as responsabilidades da Seção de Materiais na Universidade de São Paulo conforme o regulamento interno?"
3854,"Quais são os critérios de composição da Comissão de Inclusão e Pertencimento (CIP-FEUSP)?"
3686,"Quais são as categorias e os níveis de progressão na carreira docente na Universidade de São Paulo (USP) e como um professor pode ascender de um nível para outro?"
1999,"Quais são os critérios para o credenciamento específico de orientadores no PPGE-USP que não atendem aos requisitos mínimos especificados anteriormente?"
1865,"Quantos créditos especiais são concedidos a um aluno da USP por depósito de patentes ou registro de softwares?"
1366,"Quais são os critérios avaliados pela CCP para o credenciamento de uma nova disciplina nos programas de pós-graduação da USP?"
4252,"Quais são as responsabilidades do Diretor da FMVZ em relação à apresentação de relatórios e convocação de eleições conforme o regimento interno?"
2114,"Quais são os critérios para o credenciamento de um orientador pleno no programa de pós-graduação da USP?"
1078,"Quais são os critérios necessários para comprovar o pertencimento a um grupo indígena em processos seletivos da USP?"
3460,Qual é a missão da Faculdade de Saúde Pública da Universidade de São Paulo?"
1994,"Como um aluno pode mudar do curso de Mestrado para o de Doutorado Direto na USP?"
2826,"Qual é a carga horária semanal padrão de trabalho para um docente contratado segundo o processo seletivo da USP e em que condições essa carga horária pode ser excepcionalmente reduzida?"
1041,"Qual será o destino das vagas não preenchidas pelo Processo seletivo ENEM-USP 2024 para cursos de Graduação na USP?"
652,"Quais são as modalidades de parcerias que a Universidade de São Paulo pode aprovar e firmar, conforme suas normas institucionais?"
1393,"Qual é a nota mínima para aprovação na análise do currículo Lattes na primeira fase do Processo Seletivo para o Doutorado Direto em Saúde Global e Sustentabilidade na USP?"
3346,"Qual é o procedimento para os candidatos que desejam apresentar manifestações contrárias à lista de pontos e ao modus faciendi da prova prática em um concurso na Universidade de São Paulo, e como essas manifestações são tratadas pela Comissão Julgadora?"
3286,"Quais são os critérios para a seleção de alunos monitores de graduação e pós-graduação na USP?"
3590,"Quais são os membros que compõem o Conselho Gestor do Campus Capital-Butantã da USP e como são escolhidos?"
4612,"Quais são os deveres dos discentes de acordo com o Regimento do ICMC da USP?"
2803,"Quem assume a Pró-Reitoria de Pesquisa e Inovação da USP na ausência do Pró-Reitor e dos Pró-Reitores Adjuntos, e sob quais critérios essa substituição é feita?"
1316,"Quais são os critérios de publicação que um pesquisador deve atender, nos últimos cinco anos, para ser considerado qualificado segundo um determinado regulamento da USP?"
2898,"Quantos membros compõem a Comissão de Inclusão e Pertencimento da USP e como são eleitos esses membros?"
1065,"Qual é o procedimento necessário para candidatos autodeclarados negros, de cor preta ou parda, que optam pela ação afirmativa em concursos públicos para provimento de cargo docente na USP?"
4735,"Quais são os membros que compõem o Conselho do Departamento na Universidade de São Paulo conforme o regulamento?"
1046,"Quantas vagas serão disponibilizadas para o processo de transferência de cursos de graduação na USP para o 2º semestre de 2024 e o 1º semestre de 2025?"
1467,"Quantos créditos especiais são atribuídos a um aluno da USP que realiza o depósito de patentes relacionadas ao projeto de sua dissertação ou tese?"
3957,"Quais são os principais objetivos do Instituto de Geociências da Universidade de São Paulo conforme seu regimento?"
4115,"Qual é a composição da Comissão de Cultura e Extensão Universitária da USP e quais são os critérios para a eleição de seus membros?"
1012,"Um aluno pode cursar simultaneamente mais de um curso de graduação na USP?"
1152,"Quais são os critérios utilizados para avaliar o desempenho acadêmico e científico dos alunos no programa de pós-graduação em Oncologia da USP?"
3348,"Quais são as comissões da USP que devem reger-se por regimentos próprios aprovados pela Congregação?"
1505,"Quais são os requisitos necessários para a apresentação de um projeto de orientação de pós-graduação na USP, incluindo a necessidade de vínculo institucional do solicitante?"
2227,"Quantos artigos derivados do projeto de pesquisa de doutorado devem ser incluídos na tese na forma de coletânea de artigos na USP, e quais são os requisitos de publicação desses artigos?"
1149,"Quais são os critérios de avaliação para alunos durante exames de qualificação em programas de pós-graduação em Oncologia na USP?"
39,"Quais são os requisitos necessários para um candidato se inscrever em um concurso para professor catedrático na USP?"
2877,"Qual é o objetivo do Centro Observatório das Instituições Brasileiras (COI) criado pela Universidade de São Paulo?"
3968,"Quais são as etapas do concurso para Professor Doutor na USP e qual o peso de cada uma delas?"
2823,"Quais são os requisitos necessários para a contratação de docentes por prazo determinado na Universidade de São Paulo conforme estabelecido pela resolução citada?"
1094,"Quais critérios são utilizados para avaliar os projetos de pesquisa dos candidatos no processo seletivo de pós-graduação do Departamento de Letras Modernas da USP?"
4030,"Quais são os órgãos que compõem a administração central da Faculdade na USP, conforme descrito no regulamento?"
1385,"Quantos créditos especiais um aluno da USP pode receber por participar do Programa de Aperfeiçoamento do Ensino (PAE) durante seu período de matrícula regular?"
3580,"Quais são os órgãos responsáveis pela administração do Campus Área Capital-Leste da Universidade de São Paulo?"
2788,"Quais são os critérios para a composição da Comissão de Graduação na USP e como são eleitos seu Presidente e Vice-Presidente?"
2145,"Como são tomadas as deliberações pela Comissão de Pós-Graduação (CPG) e qual é o papel do Presidente em casos de urgência?"
1021,"Como são classificados os candidatos para as vagas destinadas às Políticas de Ações Afirmativas na USP após o preenchimento das vagas de Ampla Concorrência?"
138,"Quais são as responsabilidades da Comissão de Legislação e Recursos (CLR) da USP em relação à gestão de cargos e funções docentes?"
4660,"Quais são os órgãos que exercem a Administração Geral do Instituto de Química da USP, conforme seu regimento?"
891,"Quais são as condições sob as quais um servidor da USP pode ser obrigado a restituir a ajuda de custo recebida?"
3815,"Quem é responsável pela escolha do Diretor e do Vice-Diretor na Universidade de São Paulo, e com base em que documento essa escolha é feita?"
1778,"Quais critérios são utilizados para avaliar o projeto de pesquisa de um candidato no processo seletivo de um programa de pós-graduação na USP?"
3792,"Como é o processo de eleição do representante dos antigos alunos para o Conselho da USP e quem pode votar e ser votado?"
2864,"Qual é o limite máximo de horas semanais que um voluntário pode dedicar ao serviço na USP e quais condições devem ser observadas em relação ao horário de expediente?"
520,"Quais são os órgãos criados pela USP para auxiliar na aplicação da Lei Geral de Proteção de Dados Pessoais (LGPD) e na regulamentação da atividade do Encarregado pela Proteção de Dados Pessoais?""
4045,"Quais são os critérios de avaliação para a seleção de monitores na USP conforme o regulamento?"
4092,"Quais são os critérios utilizados pela comissão julgadora para avaliar o projeto de pesquisa no concurso de Professor Doutor na USP?"
2507,"Quais são as condições para que o exame de proficiência em idiomas seja dispensado para candidatos a programas de pós-graduação na USP?"
988,"Quais são os critérios para um candidato ser elegível às vagas destinadas às Políticas de Ações Afirmativas na USP, especificamente para as categorias Escola Pública (EP) e Pretos, Pardos e Indígenas (PPI)?"
1146,"Quais são os critérios de avaliação de um aluno durante o exame de qualificação em Oncologia na USP?"
3730,"Quais são as competências do chefe do Departamento na Universidade de São Paulo conforme o regimento interno?"
4503,"Quantos representantes titulares e suplentes dos cursos de Física são eleitos para compor a Comissão de Graduação da USP, e como é feita a divisão entre os departamentos FCM e FCI segundo a última resolução?"
3977,"Quem tem a autoridade para aprovar o Regulamento da Biblioteca, do Centro de Computação, da Oficina Mecânica Central e dos serviços administrativos do Instituto de Física da USP?"
2890,"Quais são as condições necessárias para que alunos de pós-graduação e candidatos bolsistas possam se inscrever em um Programa na USP?"
3364,"Qual é o procedimento para a convocação de sessões extraordinárias da Congregação na USP e quem pode iniciá-las?"
4631,"Quem é responsável por traçar as diretrizes e zelar pela execução dos Projetos de Pesquisa e Inovação na USP?"
2201,"Quais são os requisitos para a apresentação de Dissertações e Teses na USP conforme o Regimento de Pós-Graduação?"
1533,"Quais são os critérios necessários para o recredenciamento de um orientador pleno na USP, conforme as normas institucionais?"
4447,"Qual é a duração do mandato dos membros docentes eleitos para a Comissão de Graduação da USP e é permitida a recondução?"
51,"Quais são as formas pelas quais a Universidade de São Paulo promove a aproximação e o convívio entre professores e alunos de diferentes institutos?"
3977," Quem tem a autoridade para aprovar o Regulamento da Biblioteca, do Centro de Computação, da Oficina Mecânica Central e dos serviços administrativos do Instituto de Física da USP?"
2193,"Quais são os requisitos para a inscrição de um estudante no Exame de Qualificação (EQ) de Mestrado na USP?"
2272,"Qual é o prazo de validade do credenciamento de orientadores na Universidade de São Paulo e qual é o número máximo de alunos que um orientador pode orientar diretamente?"
828,"Quantas bolsas de residência médica em Otorrinolaringologia foram destinadas ao Hospital de Reabilitação de Anomalias Craniofaciais da Universidade de São Paulo para os ingressantes até 2024?"
1013,"Como serão tratados os dados pessoais dos candidatos que se inscreverem no vestibular FUVEST 2024?"
4581,"Quais são os membros que compõem o Conselho Técnico Administrativo (CTA) da USP e qual é a duração do mandato para cada tipo de representante?"
881,"Qual é a consequência para um servidor da Universidade de São Paulo que não cumprir o número de horas semanais de trabalho estabelecido, fora das exceções previstas no estatuto?"
639,"Quais são os critérios de elegibilidade para os alunos de graduação participarem como candidatos na eleição dos representantes discentes junto ao Conselho de Inclusão e Pertencimento e Conselho de Pesquisa e Inovação da USP?"
2266,"Quais são os requisitos mínimos para uma dissertação de mestrado no formato de coletânea comentada de artigos na USP?"
2773,"Quais são os órgãos administrativos do Museu Paulista de acordo com o seu regimento interno?"
1394,"Quais são os critérios de avaliação e seus respectivos pesos na primeira fase do processo seletivo para o Doutorado em Saúde Global e Sustentabilidade na USP?"
1738,"Qual é o prazo máximo para o depósito da dissertação em um curso de Mestrado Profissional na USP, incluindo a possibilidade de prorrogação?"
2195,"Quais são os requisitos para um estudante de Mestrado da USP solicitar a mudança de curso para Doutorado Direto?"
3377,"Qual é o prazo máximo estabelecido para a integralização dos créditos dos cursos de Graduação na EEFE-USP?"
892,"Quais são os critérios para um servidor da USP ter direito ao salário-família por seus filhos?"
1846,"Qual é o procedimento para um estudante que foi reprovado no exame de qualificação na USP e deseja tentar novamente?"
4594,"Quem assume a responsabilidade pela CRInt na ausência do Presidente e do Vice-Presidente, de acordo com o regulamento da USP?" 
3808,"Quais são as situações em que a votação será realizada de forma secreta segundo as normas de votação da matéria constante de pauta na USP?"
145,"Quais são as finalidades da Coordenadoria da Saúde e Assistência Social (COSEAS) na Universidade de São Paulo?"
4065,"Quais são os cursos de graduação oferecidos pelo Instituto de Matemática e Estatística (IME) da Universidade de São Paulo (USP) e como é tratada a co-responsabilidade de um desses cursos com outra faculdade?"
1500,"Como os estudantes de pós-graduação da USP são avaliados anualmente em relação ao seu desempenho acadêmico e científico?"
4762,"Quando o Regimento da Faculdade de Ciências Farmacêuticas da USP foi aprovado e quais resoluções ele revogou?"
3748,"Quais são os requisitos para um estudante de mestrado da USP prosseguir para o doutorado sem ter completado todos os estudos de mestrado e como isso afeta o prazo do doutorado?"
2624,"Quais são as habilidades que um participante pode desenvolver ao realizar o Programa de Gestão da Inovação (PGI) na USP?"
3457,"Quais são as competências da CIP relacionadas à inclusão e diversidade na Universidade de São Paulo?"
2201,"Quais são os requisitos para a apresentação de Dissertações e Teses na USP conforme o Regimento de Pós-Graduação?"
1142,"Quais são os exames de proficiência em inglês aceitos pela USP para candidatos aos processos seletivos de Mestrado e Doutorado, e quais são as pontuações mínimas exigidas para cada tipo de curso?"
2498,"Quantos membros devem compor as Comissões Julgadoras das Dissertações de Mestrado e Teses de Doutorado na USP, e qual é a exigência quanto à origem desses membros?"
4345,"Quais são os requisitos para que os docentes da Universidade de São Paulo possam participar das atividades de cultura e extensão universitária?"
3409,"Quais são os critérios para que um aluno da FEARP seja elegível para atuar como monitor?"
2247,"Quais são os requisitos para o depósito digital de uma Tese de Doutorado na USP, incluindo a necessidade de comprovação relacionada a artigos científicos?"
3888,"Quais são os critérios para a concessão do título de Professor Emérito na FCFRP-USP?"
2932,"Como são escolhidos o Presidente e o Vice-Presidente de uma comissão na USP, e qual é o papel do Conselho Deliberativo nesse processo?"
4149,"Qual é o prazo máximo que cada examinador tem para sua arguição em um concurso para o título de livre-docente na USP, e qual é o tempo máximo que o candidato tem para responder?"
521,"Quais são as responsabilidades do Comitê Gestor de Governança de Dados e Informações da Universidade de São Paulo em relação ao tratamento de dados pessoais?"
3215,"Quais são as funções da Comissão de Graduação na USP conforme a última atualização normativa?"
4272,"Qual é o prazo máximo para os alunos do Curso de Graduação em Medicina Veterinária da USP integralizarem os créditos de acordo com o regulamento da FMVZ?"
3885,"Quais são as provas e suas respectivas ponderações no concurso de Livre-Docência na Faculdade de Ciências Farmacêuticas de Ribeirão Preto da USP?"
4592,"Qual é a composição da Comissão de Inclusão e Pertencimento (CIP) do ICMC segundo a Resolução 8503/2023, e quais são os mandatos dos seus membros?"
3281,"Qual é a duração do mandato dos membros docentes e do servidor técnico e administrativo na CRInt, e é permitida a recondução?"
19,"Quais são as cadeiras fundamentais oferecidas pela Secção de Filosofia na Faculdade de Filosofia, Ciências e Letras da USP?"
3752,"Qual é o requisito mínimo de titulação para os membros das comissões julgadoras na USP, e em que circunstâncias é permitido incluir um membro sem o título de doutor?"
2742,"Quem é responsável por aprovar o afastamento de docentes ou pesquisadores do IEB para obtenção de títulos fora da USP?"
102,"Quais são as competências do Conselho Universitário da USP para definir diretrizes e promover ações dentro da universidade?"
1237,"Quais são as condições que podem levar à reprovação de um aluno em um programa de pós-graduação na USP?"
23,"Quais são as disciplinas que constituem o curso superior de agricultura na Escola Superior de Agricultura “Luiz de Queiroz” e como elas são distribuídas ao longo dos anos de curso?"
1030,"No Processo Seletivo ENEM-USP 2024, qual a condição que um candidato convocado para sua primeira opção de curso deve manifestar, e qual é o impacto dessa escolha na sua participação no processo seletivo?" 
2876,"Quando um novo Acordo Coletivo de Trabalho (ACT) poderá entrar em vigor na Universidade de São Paulo, considerando a necessidade de negociação sobre cláusulas de ausências por motivos de saúde?"
3272,"Quais são os órgãos de administração do Instituto de Ciências Matemáticas e de Computação (ICMC) da USP conforme a última alteração regulamentar?"
2380,"Quais são os elementos que devem ser incluídos no Relatório de Qualificação de um estudante de pós-graduação na USP?"
3737,"Quem pode fazer parte dos Núcleos de Apoio (NA) na Universidade de São Paulo além dos docentes?"
2021,"Quais são os critérios para um estudante de Mestrado solicitar a mudança para o curso de Doutorado Direto na USP após a aprovação no Exame de Qualificação?"
440,Quais medidas devem ser observadas no desenvolvimento das atividades presenciais na Universidade de São Paulo?"
2622,"Quem é responsável por resolver os casos omissos na Resolução mencionada no texto da Universidade de São Paulo?"
1108,"Quais são os idiomas permitidos para a redação e defesa de dissertações e teses na Universidade de São Paulo?"
3323,"Qual é a composição da Comissão de Pós-Graduação na Universidade de São Paulo e como são eleitos seus membros representantes dos docentes e discentes?"
4246,"Como pode ser emendado o Regimento do IQSC da Universidade de São Paulo?"
1737,"Quais são os requisitos para um candidato vinculado diretamente à empresa associada ao Programa de Mestrado Profissional da USP para se inscrever no processo seletivo?"
1909,"Quais são as condições para que candidatos estrangeiros sejam isentos da comprovação de proficiência em língua inglesa nos processos seletivos de mestrado e doutorado na USP?"
1081,"Quais são os critérios para a composição da Comissão de Pós-Graduação da Escola de Educação Física e Esporte de Ribeirão Preto (EEFERP) e qual é o mandato dos seus membros?"
1993,"Quais são os componentes necessários para a apresentação do exame de qualificação no Doutorado na USP e como eles devem ser submetidos?"
79,"Quais são os requisitos necessários para um candidato se inscrever em um concurso de títulos e provas na USP, conforme o regulamento?"
1862,"Qual é a nota mínima que um candidato deve obter nas provas escrita e de arguição para ser aceito em um programa de pós-graduação na USP, conforme o edital divulgado no Diário Oficial do Estado de São Paulo?"
4483,"Qual é a composição da representação docente na Congregação da USP e qual é a duração do mandato desses representantes?"
1157,"Quais são os requisitos mínimos de publicação para dissertações de mestrado e teses de doutorado na USP que são baseadas em artigos?"
2872,"Quais são os critérios para um servidor da Universidade de São Paulo obter horário especial de trabalho devido a deficiência própria ou de familiares?"
191,"Quais são as duas categorias de estudantes que compõem o Corpo Discente na USP e quais são os critérios para pertencer a cada uma delas?"
4146,"Quais são as principais atribuições da Comissão de Inclusão e Pertencimento da FDRP conforme estabelecido pela Resolução 8490/2023?"
790,"Quem tem a competência para autorizar despesas de alunos da USP em eventos ou atividades acadêmicas no exterior e qual é o limite de valor para essas despesas?"
2995,"Qual a data de aposentadoria voluntária do Professor Silvio Aparecido de Carvalho na USP e qual lei e resolução estão associadas à criação e extinção do seu cargo?"
1394,"Quais são os critérios utilizados para avaliar a maturidade científica dos candidatos ao Doutorado em Saúde Global e Sustentabilidade na USP?"
4393,"Quais são os instrumentos da gestão acadêmica do Museu de Zoologia da USP segundo o seu regimento?"
1105,"Quais são os critérios para o recredenciamento de orientadores em um programa de pós-graduação na USP?"
4129,"Como são escolhidos o Presidente da Coordenação e seu suplente na Escola Politécnica da USP?"
3197,"Quais são as responsabilidades do Conselho do Departamento na Universidade de São Paulo conforme o regulamento?"
1790,"Quais são os critérios para o credenciamento e recredenciamento de um orientador pleno na área de Pós-Graduação em Oceanografia na USP?"
1816,"Em quais idiomas uma dissertação pode ser redigida e defendida na Universidade de São Paulo, de acordo com o Regimento de Pós-Graduação?"
1194,"Quais idiomas são permitidos para a redação e defesa de Dissertações e Teses na Universidade de São Paulo, além do português?"
4370,"Quais são os departamentos que compõem a Escola de Enfermagem de Ribeirão Preto (EERP) da USP?"
4612,"Quais são os deveres dos discentes de acordo com o Regimento do ICMC da USP?"
2675,"Quais são as responsabilidades de um coordenador de Grupo de Pesquisa na USP conforme o regulamento?"
3808,"Quais são as situações em que a votação será realizada de forma secreta dentro do conselho da USP, conforme as normas estabelecidas?"
4,"Qual é o período mínimo que um candidato ao Mestrado ou Doutoramento deve esperar após a integralização dos créditos exigidos para poder apresentar sua dissertação ou tese na USP?"
2093,"Quais são os critérios de proficiência em língua estrangeira exigidos para candidatos ao programa de Mestrado Profissional na USP?"
887,"Quais são as condições sob as quais o salário de um servidor da USP pode ser objeto de arresto, sequestro ou penhora, conforme o estatuto da universidade?"
1538,"Quais são os critérios obrigatórios para a opção de dissertação em formato de coletânea de artigos na USP?"
932,"Quais são as Comissões Permanentes do Conselho Universitário da USP e como são constituídas essas comissões?"
1904,"Qual é a nota mínima necessária para um candidato ser considerado aprovado em um processo de seleção na USP?"
3409,"Quais são os critérios para que um aluno possa se tornar monitor na FEARP da USP?"
4291,"Quais são as condições para que um aluno de graduação ou pós-graduação possa ser eleito como representante nos termos do Estatuto da USP?"
1584,"Qual é o prazo máximo para a reformulação de um relatório de atividades de pesquisa para alunos de Mestrado na USP?"
2524,"Qual é o número máximo de orientandos que um orientador pode ter na USP e quantos alunos ele pode coorientar adicionalmente?"
3166,"Quem tem direito de voto, mas não de ser votado, nas eleições da representação discente na Universidade de São Paulo?"
1916,"Quais são as consequências para um programa de pós-graduação na USP caso não entregue o relatório anual na data limite ou tenha seu relatório anual reprovado por duas vezes consecutivas?"
3492,"Quem são os membros elegíveis para votar na Comissão de Residência Médica (COREME) da FMUSP?"
4306,"Quantos membros compõem a Comissão de Pós-Graduação (CPG) da USP e como são escolhidos seus integrantes?"
3799,"Como será determinado o início do mandato do primeiro Vice-Diretor eleito em chapas nos Museus e Institutos Especializados da USP, caso os mandatos do Diretor e Vice-Diretor atuais não coincidam?"
4682,"Quem tem acesso às reuniões da Congregação da USP e em quais condições?"
2373,"Quantos créditos são necessários para a integralização do curso de mestrado na USP e como eles são distribuídos entre disciplinas e dissertação?"
882,"Quantas vezes por mês um servidor da USP pode se retirar temporária ou definitivamente durante o expediente sem desconto em seu salário, e sob que condição essa autorização é concedida?"
2938,"Qual é a porcentagem de representação discente nas Comissões da USP e como é eleita essa representação?"
2701,"A participação em projetos de pesquisa apoiados pelo CEBIMar gera vínculo empregatício ou funcional entre a Universidade de São Paulo e os membros desses projetos?"
4306,"Quantos membros compõem a Comissão de Pós-Graduação (CPG) da USP e como são escolhidos seus integrantes?"
3657,"Qual é o mandato dos representantes das Classes Trabalhadoras do Estado de São Paulo no contexto mencionado?"
3688,"Quais são as etapas do concurso público para a obtenção do título de Livre-Docente na Universidade de São Paulo (USP)?"
107,"Como é escolhido o Reitor da Universidade de São Paulo e qual é a duração do seu mandato?"
4515,"Quais são os meses em que as inscrições para o Concurso de Livre-Docência na USP estão abertas, e quais idiomas são aceitos para a redação do memorial e da tese original ou do texto exigidos na inscrição?"
2681,"Qual é a principal função do Centro de Informática de São Carlos (CISC) na Universidade de São Paulo?"
4229,"Qual é a carga horária mínima semanal em disciplinas obrigatórias para a matrícula na graduação na USP, e quais são as exceções a essa regra?"
20,"Quais são as áreas de estudo abrangidas pela secção de letras na regulamentação da Faculdade, conforme o artigo 21?"
4454,"Quais são as competências da Comissão de Pós-Graduação (CPG) na Universidade de São Paulo?"
4664,"Quais são as principais responsabilidades das Comissões de Graduação, Pós-Graduação, Pesquisa e Cultura e Extensão Universitária na Universidade de São Paulo?"
4265,"Qual é a composição e os mandatos dos membros da Comissão de Inclusão e Pertencimento da FMVZ-USP?"
2218,"Quais são os documentos necessários para um aluno solicitar a mudança de curso de Mestrado para Doutorado Direto na USP?"
3179,"Quem é responsável pela convocação de sessões ordinárias ou extraordinárias na USP e com quanto tempo de antecedência deve ser feita essa convocação?"
127,"Qual é o prazo máximo assegurado para um candidato inscrito a concurso de doutoramento, até a data da vigência do Estatuto da USP, concluir seu doutorado?"
3918,"Quais são os períodos de inscrição para monitoria na Universidade de São Paulo conforme a última atualização normativa?"
2069,"Qual é o prazo máximo para o depósito da tese de Doutorado na USP, tanto para portadores do título de mestre quanto para aqueles que ingressam diretamente no Doutorado, e é possível solicitar prorrogação desse prazo?"
4328,"Quais são as quatro provas que compõem o concurso de Livre-Docência na Universidade de São Paulo e quais são seus respectivos pesos?"
2933,"Quais são as fases e provas, incluindo seus respectivos pesos, que compõem o concurso para Professor Doutor na USP?"
4289,"Quais são os objetivos do Regimento da Escola de Artes, Ciências e Humanidades (EACH) da Universidade de São Paulo?"
4397,"Como são propostos os cargos docentes na Universidade de São Paulo e quais são os requisitos para essa proposição?"
3255,"Quais são os critérios para a composição da Comissão de Inclusão e Pertencimento do IP na USP, incluindo a duração do mandato e a possibilidade de recondução para seus membros?"
4283,"Quais são as responsabilidades dos Procuradores da Universidade de São Paulo que estão lotados nos campi do interior?"
3206,"Qual é a duração mínima e máxima permitida para a prova de erudição segundo as normas da USP?"
2871,"Qual é o requisito atualizado para a expedição de segunda via de diplomas pela Universidade de São Paulo em caso de extravio?"
4015,"Quais são as competências do Diretor de uma Unidade na Universidade de São Paulo conforme o regulamento?"
2697,"Quais são os critérios para a composição da Comissão Científica do CEBIMar segundo o seu regimento?"
3915,"Qual é a duração máxima permitida para as provas públicas de arguição nos concursos de Professor Doutor, Livre-Docência e Professor Titular na USP, e sob que condições o diálogo entre examinador e examinado é permitido?"
4497,"Qual é a função do GACInt na promoção de assuntos referentes a relações internacionais na USP?"
3872,"Qual é a duração do mandato dos docentes eleitos pela Congregação para fazer parte da Comissão de Pesquisa na USP e é permitida a recondução?"
4427,"Quem pode participar das reuniões do CTA da ESALQ sem direito a voto?"
2045,"Qual é o prazo máximo para o depósito da dissertação de Mestrado na USP?"
4218,"Quem tem a autoridade para veicular notícias e informações ou divulgar o nome e imagens do HRAC?"
937,"Quais são as principais responsabilidades do Reitor da Universidade de São Paulo conforme o regulamento institucional?"
4738,"Quais são os critérios de avaliação e seus respectivos pesos para o concurso de Professor Doutor na USP quando realizado em uma única fase?"
