ids,questions
1707,"Quantas horas por semana um voluntário está autorizado a trabalhar na USP e quais são as exigências quanto ao horário de trabalho nesse contexto?"
368,"Quais entidades foram estabelecidas pela Universidade de São Paulo para dar suporte na implementação da LGPD e na definição das funções do DPO?"
2297,"Quais são os fatores considerados no processo de escolha de monitores na Universidade de São Paulo, de acordo com as normas vigentes?"
2321,"Com base em quais critérios a comissão avaliadora determina a qualidade do projeto de pesquisa apresentado por candidatos ao cargo de Professor Doutor na Universidade de São Paulo?"
1514,"Sob quais circunstâncias um candidato aos cursos de pós-graduação da USP pode ser isento do teste de proficiência em línguas estrangeiras?"
736,"Quais requisitos um estudante deve atender para se qualificar para as vagas reservadas sob as Políticas de Ações Afirmativas da USP, mais precisamente nas categorias de alunos oriundos de Escola Pública e de estudantes que se identificam como Pretos, Pardos e Indígenas?"
817,"Quais critérios são utilizados para avaliar estudantes no teste de qualificação do curso de Oncologia na Universidade de São Paulo?"
1804,"Quais são as responsabilidades atribuídas ao líder de um Departamento na USP de acordo com as normas internas?"
2528,"Qual é o número de membros titulares e seus suplentes eleitos dos cursos de Física para a Comissão de Graduação na USP, e qual é a distribuição desses representantes entre os departamentos FCM e FCI de acordo com a resolução mais recente?"
2265,"Qual órgão ou pessoa é responsável pela aprovação dos regulamentos relativos à Biblioteca, ao Centro de Computação, à Oficina Mecânica Central e aos serviços administrativos no Instituto de Física da Universidade de São Paulo?"
1722,"Quais requisitos devem ser cumpridos por estudantes de pós-graduação e aspirantes a bolsistas para efetuar sua inscrição em um Programa oferecido pela USP?"
1961,"Como podem ser agendadas as reuniões extraordinárias da Congregação na Universidade de São Paulo e quais são os responsáveis por essa convocação?"
2588,"Qual órgão da USP tem a função de definir e garantir a implementação dos Projetos de Pesquisa e Inovação?"
1350,"Quais critérios devem ser seguidos para a submissão de Teses e Dissertações na Universidade de São Paulo, de acordo com as normas estabelecidas pelo seu Regimento de Pós-Graduação?"
1015,"Quais são os requisitos para que um orientador pleno seja recredenciado na USP, de acordo com as regras da instituição?"
2502,"Por quanto tempo os professores eleitos servem na Comissão de Graduação da USP e podem ser reeleitos para o cargo?"
27,"Como a USP facilita a interação e a integração entre seus alunos e docentes de diversas áreas acadêmicas?"
2265,"Qual órgão ou entidade é responsável pela aprovação dos regulamentos referentes à Biblioteca, ao Centro de Computação, à Oficina Mecânica Central e aos serviços administrativos no Instituto de Física da Universidade de São Paulo?"
1345,"Quais documentos e informações um aluno precisa fornecer ao se inscrever para o Exame de Qualificação de Mestrado na Universidade de São Paulo?"
1389,"Por quanto tempo um orientador pode permanecer credenciado na USP e qual é a quantidade máxima de estudantes que ele pode orientar simultaneamente?"
640,"Para os novos residentes até 2024, qual foi o número de bolsas de residência médica em Otorrinolaringologia alocadas pelo Hospital de Reabilitação de Anomalias Craniofaciais da USP?"
747,"Qual é o procedimento adotado para a gestão dos dados pessoais dos participantes do processo seletivo da FUVEST 2024?"
2564,"Quem faz parte do Conselho Técnico Administrativo da Universidade de São Paulo e por quanto tempo cada membro serve antes de uma nova eleição ou recondução?"
678,"Qual penalidade será aplicada a um funcionário da USP que falhar em cumprir as horas de trabalho semanais determinadas, exceto nos casos permitidos pelo estatuto?"
480,"Quais são as condições necessárias para que estudantes de graduação possam se candidatar a representantes estudantis nos Conselhos de Inclusão e Pertencimento e de Pesquisa e Inovação na USP?"
1385,"Quais critérios devem ser atendidos para que uma dissertação de mestrado apresentada como uma série de artigos seja aceita na USP?"
1658,"Quais órgãos fazem parte da estrutura administrativa do Museu Paulista conforme estabelecido em seu estatuto?"
946,"Quais são os elementos avaliados e a importância de cada um deles na etapa inicial do processo de seleção para o programa de Doutorado em Saúde Global e Sustentabilidade na Universidade de São Paulo?"
1115,"Qual é o limite de tempo estabelecido para a entrega da dissertação em um Mestrado Profissional na USP, considerando também a extensão máxima permitida em circunstâncias especiais?"
1347,"Quais critérios um aluno de Mestrado deve atender para efetuar a transição para o Doutorado Direto na USP?"
1967,"Qual é o tempo limite para a conclusão dos créditos necessários nos cursos de graduação oferecidos pela EEFE-USP?"
684,"Quais condições devem ser atendidas por um funcionário da USP para receber o benefício do salário-família relacionado aos seus dependentes?"
1170,"Como pode um aluno que não obteve sucesso no exame de qualificação na USP se candidatar para uma nova tentativa?"
2570,"Em caso de não disponibilidade do Presidente e do Vice-Presidente, qual membro da CRInt é designado para assumir suas funções segundo as normas da USP?"
2179,"Em quais circunstâncias a USP determina que a votação seja feita de maneira secreta conforme suas diretrizes de votação?"
73,"Quais são os objetivos e responsabilidades atribuídos à COSEAS na USP em termos de saúde e assistência social?"
2306,"Quais são as opções de cursos de graduação disponíveis no Instituto de Matemática e Estatística (IME) da USP e como é organizada a gestão conjunta de um desses cursos com outra unidade acadêmica?"
1000,"Qual é o método utilizado pela USP para realizar a avaliação anual do progresso acadêmico e científico dos seus alunos de pós-graduação?"
2652,"Em que data foi ratificado o novo Regimento da Faculdade de Ciências Farmacêuticas da USP e quais foram as resoluções anteriores que ele invalidou?"
2150,"Como um aluno pode transitar do mestrado para o doutorado na USP antes de finalizar completamente o mestrado, e qual é o impacto dessa transição nos prazos estabelecidos para o doutorado?"
1570,"Quais competências podem ser adquiridas por quem participa do Programa de Gestão da Inovação na Universidade de São Paulo?"
2008,"Quais são as atribuições da Comissão de Inclusão e Diversidade (CIP) da USP para promover a inclusão e valorizar a diversidade dentro da instituição?"
1350,"Como deve ser feito o depósito de Dissertações e Teses na USP de acordo com as normas do Regimento de Pós-Graduação?"
815,"Quais testes de proficiência em língua inglesa são reconhecidos pela USP para admissão em seus programas de Mestrado e Doutorado, e qual é o mínimo de pontos necessários para ser aceito em cada programa?"
1511,"Qual é o número mínimo de integrantes necessários para formar as Comissões Julgadoras de Mestrado e Doutorado na USP, e qual deve ser a composição desses membros em relação à sua afiliação institucional?"
2450,"Quais condições devem ser cumpridas pelos professores da USP para se envolverem em atividades de extensão e cultura?"
1982,"Quais requisitos um estudante da FEARP deve atender para se qualificar como monitor?"
1375,"Quais critérios devem ser atendidos para realizar o depósito eletrônico de uma Tese de Doutorado na Universidade de São Paulo, incluindo a obrigatoriedade de apresentar prova de submissão de artigo científico?"
2220,"Quais critérios são necessários para um professor aposentado da FCFRP-USP receber o título de Professor Emérito?"
1742,"Qual é o procedimento para a eleição do Presidente e do Vice-Presidente em comissões da USP, e de que maneira o Conselho Deliberativo participa dessa escolha?"
1752,"Quanto tempo é permitido para cada membro do júri fazer suas perguntas e qual é o limite de tempo para as respostas do candidato em um processo de seleção para livre-docência na USP?"
368,"Quais funções o Comitê Gestor de Governança de Dados e Informações da USP desempenha no que diz respeito à gestão de dados pessoais?"
1884,"Quais responsabilidades são atribuídas à Comissão de Graduação da Universidade de São Paulo de acordo com as normas vigentes mais recentes?"
2411,"Qual é o tempo limite estabelecido para que estudantes da graduação em Medicina Veterinária na USP completem os créditos necessários, conforme as normas da FMVZ?"
2219,"Quais são os tipos de avaliações e seus pesos específicos no processo de seleção para Livre-Docência na Faculdade de Ciências Farmacêuticas de Ribeirão Preto na Universidade de São Paulo?"
2570,"Como é estruturada a Comissão de Inclusão e Pertencimento do ICMC de acordo com a Resolução 8503/2023, e qual é a duração do mandato de seus integrantes?"
1918,"Por quanto tempo os professores e o pessoal técnico-administrativo podem servir na CRInt, e eles podem ser reconduzidos para novos mandatos?"
11,"Quais são as disciplinas básicas ministradas pela Secção de Filosofia na Faculdade de Filosofia, Ciências e Letras da Universidade de São Paulo?"
2152,"Quais são as condições necessárias para que alguém possa fazer parte das comissões julgadoras na USP, e sob quais condições específicas pode-se incluir um integrante que não detenha o título de doutor?"
1644,"Qual órgão tem a autoridade para permitir que professores ou pesquisadores do IEB se ausentem para adquirir títulos em outras instituições além da USP?"
51,"Quais são as atribuições do Conselho Universitário da USP no que diz respeito à elaboração de políticas e implementação de medidas na universidade?"
867,"Quais critérios podem resultar na reprovação de estudantes em cursos de pós-graduação na Universidade de São Paulo?"
13,"Como é estruturado o currículo do curso de graduação em agricultura oferecido pela Escola Superior de Agricultura “Luiz de Queiroz”, incluindo a distribuição das matérias ao decorrer dos anos acadêmicos?"
756,"Qual é a ação que deve ser tomada por um candidato que foi selecionado para o curso de sua preferência máxima no ENEM-USP 2024, e como essa ação afeta sua continuidade no processo de seleção?"
1714,"Qual é a data mais cedo que um novo Acordo Coletivo de Trabalho pode ser implementado na USP, levando em conta a necessidade de discussão sobre as cláusulas relacionadas a faltas por questões de saúde?"
1914,"Quais são as entidades responsáveis pela gestão do Instituto de Ciências Matemáticas e de Computação (ICMC) na USP, de acordo com as modificações mais recentes nos regulamentos?"
1446,"Quais componentes são obrigatórios no documento de Qualificação de um aluno de pós na USP?"
2145,"Quais são os outros membros elegíveis para integrar os Núcleos de Apoio na USP, além dos professores?"
1255,"Quais são os requisitos necessários para um aluno de Mestrado da USP migrar para o Doutorado Direto depois de ser aprovado no Exame de Qualificação?"
299,"Quais são os requisitos necessários para a realização de atividades presenciais na USP?"
1569,"Qual órgão tem a autoridade para tomar decisões sobre questões não abordadas na Resolução referida no documento da USP?"
795,"Em quais línguas é possível escrever e apresentar teses e dissertações na USP?"
1940,"Como é determinada a estrutura da Comissão de Pós-Graduação na USP e qual o processo para a escolha dos representantes dos professores e alunos?"
2399,"Qual é o processo necessário para realizar alterações no Regimento do Instituto de Química de São Carlos (IQSC) da USP?"
1114,"Quais critérios devem ser atendidos por um indivíduo empregado por uma empresa parceira do Programa de Mestrado Profissional da USP para participar da seleção?"
1200,"Sob quais circunstâncias estudantes internacionais podem ser dispensados de apresentar prova de proficiência em inglês para ingressar nos cursos de pós-graduação na USP?"
780,"Como é determinada a formação da Comissão de Pós-Graduação na Escola de Educação Física e Esporte de Ribeirão Preto e qual é a duração do período de serviço de seus integrantes?"
1241,"Quais documentos um doutorando precisa preparar e como devem ser entregues para se qualificar para o exame de qualificação na Universidade de São Paulo?"
40,"Quais critérios um indivíduo deve atender para participar de um concurso de avaliação de títulos e habilidades na Universidade de São Paulo, de acordo com as normas estabelecidas?"
1177,"Qual é o valor mínimo de pontuação que um aspirante a um curso de pós-graduação na USP precisa alcançar nas avaliações de conhecimento e apresentação para ser considerado apto, de acordo com as normas publicadas no Diário Oficial do Estado de São Paulo?"
2519,"Como é definida a estrutura de representação dos professores na Congregação da USP e por quanto tempo esses representantes servem em seus cargos?"
824,"Qual é o número mínimo de artigos aceitos para publicação que uma dissertação de mestrado e uma tese de doutorado devem incluir para serem aceitas na USP, quando elaboradas com base em artigos?"
1712,"Quais são as condições necessárias para que um funcionário da USP possa ter ajustes em seu horário de trabalho devido à sua própria condição de deficiência ou a de membros da sua família?"
96,"Quais são os dois tipos de alunos encontrados na Universidade de São Paulo e quais critérios determinam a inclusão de um estudante em cada tipo?"
2348,"Quais são as funções designadas à Comissão de Inclusão e Pertencimento da Faculdade de Direito de Ribeirão Preto pela Resolução 8490/2023?"
608,"Qual é o valor máximo que os Pró-Reitores podem autorizar para gastos de estudantes da USP em atividades ou congressos acadêmicos fora do país e quem está habilitado a fazer essa autorização?"
1774,"Em que data o Professor Silvio Aparecido de Carvalho se aposentou voluntariamente na Universidade de São Paulo, e quais são os dispositivos legais que fundamentam a criação e a extinção de seu posto de trabalho?"
946,"Quais critérios são adotados para determinar se um candidato ao programa de Doutorado em Saúde Global e Sustentabilidade na USP possui a necessária maturidade científica?"
2475,"Quais são os mecanismos utilizados pelo Museu de Zoologia da USP para gerir suas atividades acadêmicas conforme estabelecido em seu regimento?"
793,"Quais são os requisitos necessários para que um orientador seja recredenciado em programas de pós-graduação na Universidade de São Paulo?"
2339,"Qual é o processo de seleção para o cargo de Presidente da Coordenação e o de seu suplente na Escola Politécnica da Universidade de São Paulo?"
1875,"Quais são as funções atribuídas ao Conselho do Departamento na USP de acordo com as normas vigentes?"
1140,"Quais são os requisitos necessários para um professor se tornar um orientador pleno no programa de Pós-Graduação em Oceanografia na Universidade de São Paulo, e quais condições devem ser atendidas para sua renovação nessa função?"
1154,"Quais são as línguas permitidas para a elaboração e apresentação de dissertações na USP, conforme estabelecido pelo seu Regimento de Pós-Graduação?"
843,"Em quais línguas, além do português, é permitido elaborar e apresentar Dissertações e Teses na USP?"
2464,"Quais departamentos fazem parte da estrutura da Escola de Enfermagem de Ribeirão Preto na Universidade de São Paulo?"
2578,"Quais obrigações os estudantes devem cumprir segundo o Regimento Interno do ICMC na Universidade de São Paulo?"
1609,"Quais obrigações um coordenador de Grupo de Pesquisa deve cumprir na Universidade de São Paulo segundo as normas estabelecidas?"
2179,"Em quais circunstâncias o conselho da USP opta por votações secretas, de acordo com as regras estabelecidas?"
3,"Após cumprir todos os créditos necessários, quanto tempo um estudante de Mestrado ou Doutorado precisa aguardar antes de poder submeter sua dissertação ou tese na USP?"
1292,"Quais são os requisitos de conhecimento em idiomas estrangeiros para quem deseja ingressar no Mestrado Profissional oferecido pela USP?"
682,"Em quais situações é permitido realizar o arresto, sequestro ou penhora dos rendimentos de um funcionário da USP, de acordo com as regras estabelecidas pelo estatuto da instituição?"
1017,"Quais são as exigências necessárias para que uma dissertação possa ser apresentada em forma de coletânea de artigos na Universidade de São Paulo?"
705,"Quais são os grupos fixos dentro do Conselho Universitário da Universidade de São Paulo e qual é a composição desses grupos?"
1198,"Qual é o valor mínimo que um candidato deve alcançar para ser aprovado em um processo seletivo na Universidade de São Paulo?"
1982,"Quais critérios um estudante deve atender para se qualificar como monitor na FEARP da Universidade de São Paulo?"
2422,"Quais critérios um estudante, seja da graduação ou pós-graduação, deve atender para ser escolhido como representante de acordo com o Estatuto da USP?"
1040,"Qual é o período limite estabelecido para que estudantes de Mestrado na USP possam revisar seus relatórios de atividades de pesquisa?"
1521,"Quantos estudantes um orientador na USP pode orientar diretamente e qual é o limite adicional para coorientações?"
1860,"Quais são os indivíduos que podem participar como eleitores, mas estão impedidos de serem eleitos, no processo eleitoral para escolha dos representantes dos estudantes na USP?"
1203,"Quais penalidades um programa de pós-graduação da USP pode enfrentar se falhar em submeter seu relatório anual até o prazo estipulado ou se o mesmo for rejeitado duas vezes seguidas?"
2025,"Quais indivíduos possuem o direito de participar do processo eleitoral da Comissão de Residência Médica (COREME) na Faculdade de Medicina da Universidade de São Paulo (FMUSP)?"
2429,"Qual é o número de integrantes da Comissão de Pós-Graduação na USP e qual o processo utilizado para a seleção desses membros?"
2174,"Qual é o procedimento para o começo do mandato do primeiro Vice-Diretor eleito conjuntamente com o Diretor nos Museus e Institutos Especializados da USP, se houver desencontro nos períodos de mandato entre o Diretor e o Vice-Diretor em exercício?"
2613,"Quais são os critérios para participação nas reuniões da Congregação na USP e quem são permitidos a participar?"
1443,"Qual é o número total de créditos exigidos para a conclusão do mestrado na USP e qual é a divisão desses créditos entre as atividades de disciplinas e a elaboração da dissertação?"
679,"Qual é o número máximo de vezes que um funcionário da USP pode sair do trabalho temporariamente ou de forma definitiva em um mês sem que isso afete seu pagamento, e qual critério determina essa permissão?"
1745,"Como é determinada a participação dos estudantes nas Comissões da USP em termos percentuais e qual o processo para sua eleição?"
1622,"Os membros envolvidos em projetos de pesquisa financiados pelo CEBIMar são considerados empregados ou funcionários da Universidade de São Paulo?"
2429,"Qual é o número de integrantes da Comissão de Pós-Graduação na USP e qual o processo utilizado para a seleção desses membros?"
2105,"Por quanto tempo os representantes das Classes Trabalhadoras do Estado de São Paulo podem servir em seus cargos segundo o regulamento mencionado?"
2121,"Quais são os requisitos e procedimentos necessários para um candidato obter o título de Livre-Docente na USP, incluindo possíveis provas adicionais a critério da Unidade?"
54,"Qual é o processo de seleção e o tempo de mandato para o cargo de Reitor na Universidade de São Paulo?"
2533,"Em quais períodos do ano é possível se inscrever para o Concurso de Livre-Docência na USP e em quais línguas podem ser escritos o memorial e a tese original ou o texto necessário para a inscrição?"
1612,"Qual é o papel desempenhado pelo CISC na gestão de recursos de TI e no suporte à infraestrutura de Tecnologia de Informação no campus de São Carlos da USP?"
2390,"Quais são os critérios para a quantidade mínima de horas/aula semanais necessárias para estudantes de graduação na USP, e quais situações permitem exceções a essa norma?"
12,"Quais disciplinas fundamentais são contempladas na seção de letras de acordo com as normas estabelecidas pela Faculdade, segundo o que determina o artigo 21?"
2504,"Quais são as responsabilidades atribuídas à Comissão de Pós-Graduação (CPG) dentro da estrutura da USP?"
2605,"Quais são as funções principais atribuídas às Comissões de Graduação, Pós-Graduação, Pesquisa e Cultura e Extensão Universitária na USP?"
