ids,questions
2528,"Quantos representantes titulares e suplentes dos cursos de Física são eleitos para compor a Comissão de Graduação da USP, e como é feita a divisão entre os departamentos FCM e FCI segundo a última resolução?"
2265,"Quem tem a autoridade para aprovar o Regulamento da Biblioteca, do Centro de Computação, da Oficina Mecânica Central e dos serviços administrativos do Instituto de Física da USP?"
1722,"Quais são as condições necessárias para que alunos de pós-graduação e candidatos bolsistas possam se inscrever em um Programa na USP?"
1961,"Qual é o procedimento para a convocação de sessões extraordinárias da Congregação na USP e quem pode iniciá-las?"
2588,"Quem é responsável por traçar as diretrizes e zelar pela execução dos Projetos de Pesquisa e Inovação na USP?"
1350,"Quais são os requisitos para a apresentação de Dissertações e Teses na USP conforme o Regimento de Pós-Graduação?"
1015,"Quais são os critérios necessários para o recredenciamento de um orientador pleno na USP, conforme as normas institucionais?"
2502,"Qual é a duração do mandato dos membros docentes eleitos para a Comissão de Graduação da USP e é permitida a recondução?"
27,"Quais são as formas pelas quais a Universidade de São Paulo promove a aproximação e o convívio entre professores e alunos de diferentes institutos?"
2265," Quem tem a autoridade para aprovar o Regulamento da Biblioteca, do Centro de Computação, da Oficina Mecânica Central e dos serviços administrativos do Instituto de Física da USP?"
1345,"Quais são os requisitos para a inscrição de um estudante no Exame de Qualificação (EQ) de Mestrado na USP?"
1389,"Qual é o prazo de validade do credenciamento de orientadores na Universidade de São Paulo e qual é o número máximo de alunos que um orientador pode orientar diretamente?"
640,"Quantas bolsas de residência médica em Otorrinolaringologia foram destinadas ao Hospital de Reabilitação de Anomalias Craniofaciais da Universidade de São Paulo para os ingressantes até 2024?"
747,"Como serão tratados os dados pessoais dos candidatos que se inscreverem no vestibular FUVEST 2024?"
2564,"Quais são os membros que compõem o Conselho Técnico Administrativo (CTA) da USP e qual é a duração do mandato para cada tipo de representante?"
678,"Qual é a consequência para um servidor da Universidade de São Paulo que não cumprir o número de horas semanais de trabalho estabelecido, fora das exceções previstas no estatuto?"
480,"Quais são os critérios de elegibilidade para os alunos de graduação participarem como candidatos na eleição dos representantes discentes junto ao Conselho de Inclusão e Pertencimento e Conselho de Pesquisa e Inovação da USP?"
1385,"Quais são os requisitos mínimos para uma dissertação de mestrado no formato de coletânea comentada de artigos na USP?"
1658,"Quais são os órgãos administrativos do Museu Paulista de acordo com o seu regimento interno?"
946,"Quais são os critérios de avaliação e seus respectivos pesos na primeira fase do processo seletivo para o Doutorado em Saúde Global e Sustentabilidade na USP?"
1115,"Qual é o prazo máximo para o depósito da dissertação em um curso de Mestrado Profissional na USP, incluindo a possibilidade de prorrogação?"
1347,"Quais são os requisitos para um estudante de Mestrado da USP solicitar a mudança de curso para Doutorado Direto?"
1967,"Qual é o prazo máximo estabelecido para a integralização dos créditos dos cursos de Graduação na EEFE-USP?"
684,"Quais são os critérios para um servidor da USP ter direito ao salário-família por seus filhos?"
1170,"Qual é o procedimento para um estudante que foi reprovado no exame de qualificação na USP e deseja tentar novamente?"
2570,"Quem assume a responsabilidade pela CRInt na ausência do Presidente e do Vice-Presidente, de acordo com o regulamento da USP?" 
2179,"Quais são as situações em que a votação será realizada de forma secreta segundo as normas de votação da matéria constante de pauta na USP?"
73,"Quais são as finalidades da Coordenadoria da Saúde e Assistência Social (COSEAS) na Universidade de São Paulo?"
2306,"Quais são os cursos de graduação oferecidos pelo Instituto de Matemática e Estatística (IME) da Universidade de São Paulo (USP) e como é tratada a co-responsabilidade de um desses cursos com outra faculdade?"
1000,"Como os estudantes de pós-graduação da USP são avaliados anualmente em relação ao seu desempenho acadêmico e científico?"
2652,"Quando o Regimento da Faculdade de Ciências Farmacêuticas da USP foi aprovado e quais resoluções ele revogou?"
2150,"Quais são os requisitos para um estudante de mestrado da USP prosseguir para o doutorado sem ter completado todos os estudos de mestrado e como isso afeta o prazo do doutorado?"
1570,"Quais são as habilidades que um participante pode desenvolver ao realizar o Programa de Gestão da Inovação (PGI) na USP?"
2008,"Quais são as competências da CIP relacionadas à inclusão e diversidade na Universidade de São Paulo?"
1350,"Quais são os requisitos para a apresentação de Dissertações e Teses na USP conforme o Regimento de Pós-Graduação?"
815,"Quais são os exames de proficiência em inglês aceitos pela USP para candidatos aos processos seletivos de Mestrado e Doutorado, e quais são as pontuações mínimas exigidas para cada tipo de curso?"
1511,"Quantos membros devem compor as Comissões Julgadoras das Dissertações de Mestrado e Teses de Doutorado na USP, e qual é a exigência quanto à origem desses membros?"
2450,"Quais são os requisitos para que os docentes da Universidade de São Paulo possam participar das atividades de cultura e extensão universitária?"
1982,"Quais são os critérios para que um aluno da FEARP seja elegível para atuar como monitor?"
1375,"Quais são os requisitos para o depósito digital de uma Tese de Doutorado na USP, incluindo a necessidade de comprovação relacionada a artigos científicos?"
2220,"Quais são os critérios para a concessão do título de Professor Emérito na FCFRP-USP?"
1742,"Como são escolhidos o Presidente e o Vice-Presidente de uma comissão na USP, e qual é o papel do Conselho Deliberativo nesse processo?"
1752,"Qual é o prazo máximo que cada examinador tem para sua arguição em um concurso para o título de livre-docente na USP, e qual é o tempo máximo que o candidato tem para responder?"
368,"Quais são as responsabilidades do Comitê Gestor de Governança de Dados e Informações da Universidade de São Paulo em relação ao tratamento de dados pessoais?"
1884,"Quais são as funções da Comissão de Graduação na USP conforme a última atualização normativa?"
2411,"Qual é o prazo máximo para os alunos do Curso de Graduação em Medicina Veterinária da USP integralizarem os créditos de acordo com o regulamento da FMVZ?"
2219,"Quais são as provas e suas respectivas ponderações no concurso de Livre-Docência na Faculdade de Ciências Farmacêuticas de Ribeirão Preto da USP?"
2570,"Qual é a composição da Comissão de Inclusão e Pertencimento (CIP) do ICMC segundo a Resolução 8503/2023, e quais são os mandatos dos seus membros?"
1918,"Qual é a duração do mandato dos membros docentes e do servidor técnico e administrativo na CRInt, e é permitida a recondução?"
11,"Quais são as cadeiras fundamentais oferecidas pela Secção de Filosofia na Faculdade de Filosofia, Ciências e Letras da USP?"
2152,"Qual é o requisito mínimo de titulação para os membros das comissões julgadoras na USP, e em que circunstâncias é permitido incluir um membro sem o título de doutor?"
1644,"Quem é responsável por aprovar o afastamento de docentes ou pesquisadores do IEB para obtenção de títulos fora da USP?"
51,"Quais são as competências do Conselho Universitário da USP para definir diretrizes e promover ações dentro da universidade?"
867,"Quais são as condições que podem levar à reprovação de um aluno em um programa de pós-graduação na USP?"
13,"Quais são as disciplinas que constituem o curso superior de agricultura na Escola Superior de Agricultura “Luiz de Queiroz” e como elas são distribuídas ao longo dos anos de curso?"
756,"No Processo Seletivo ENEM-USP 2024, qual a condição que um candidato convocado para sua primeira opção de curso deve manifestar, e qual é o impacto dessa escolha na sua participação no processo seletivo?" 
1714,"Quando um novo Acordo Coletivo de Trabalho (ACT) poderá entrar em vigor na Universidade de São Paulo, considerando a necessidade de negociação sobre cláusulas de ausências por motivos de saúde?"
1914,"Quais são os órgãos de administração do Instituto de Ciências Matemáticas e de Computação (ICMC) da USP conforme a última alteração regulamentar?"
1446,"Quais são os elementos que devem ser incluídos no Relatório de Qualificação de um estudante de pós-graduação na USP?"
2145,"Quem pode fazer parte dos Núcleos de Apoio (NA) na Universidade de São Paulo além dos docentes?"
1255,"Quais são os critérios para um estudante de Mestrado solicitar a mudança para o curso de Doutorado Direto na USP após a aprovação no Exame de Qualificação?"
299,Quais medidas devem ser observadas no desenvolvimento das atividades presenciais na Universidade de São Paulo?"
1569,"Quem é responsável por resolver os casos omissos na Resolução mencionada no texto da Universidade de São Paulo?"
795,"Quais são os idiomas permitidos para a redação e defesa de dissertações e teses na Universidade de São Paulo?"
1940,"Qual é a composição da Comissão de Pós-Graduação na Universidade de São Paulo e como são eleitos seus membros representantes dos docentes e discentes?"
2399,"Como pode ser emendado o Regimento do IQSC da Universidade de São Paulo?"
1114,"Quais são os requisitos para um candidato vinculado diretamente à empresa associada ao Programa de Mestrado Profissional da USP para se inscrever no processo seletivo?"
1200,"Quais são as condições para que candidatos estrangeiros sejam isentos da comprovação de proficiência em língua inglesa nos processos seletivos de mestrado e doutorado na USP?"
780,"Quais são os critérios para a composição da Comissão de Pós-Graduação da Escola de Educação Física e Esporte de Ribeirão Preto (EEFERP) e qual é o mandato dos seus membros?"
1241,"Quais são os componentes necessários para a apresentação do exame de qualificação no Doutorado na USP e como eles devem ser submetidos?"
40,"Quais são os requisitos necessários para um candidato se inscrever em um concurso de títulos e provas na USP, conforme o regulamento?"
1177,"Qual é a nota mínima que um candidato deve obter nas provas escrita e de arguição para ser aceito em um programa de pós-graduação na USP, conforme o edital divulgado no Diário Oficial do Estado de São Paulo?"
2519,"Qual é a composição da representação docente na Congregação da USP e qual é a duração do mandato desses representantes?"
824,"Quais são os requisitos mínimos de publicação para dissertações de mestrado e teses de doutorado na USP que são baseadas em artigos?"
1712,"Quais são os critérios para um servidor da Universidade de São Paulo obter horário especial de trabalho devido a deficiência própria ou de familiares?"
96,"Quais são as duas categorias de estudantes que compõem o Corpo Discente na USP e quais são os critérios para pertencer a cada uma delas?"
2348,"Quais são as principais atribuições da Comissão de Inclusão e Pertencimento da FDRP conforme estabelecido pela Resolução 8490/2023?"
608,"Quem tem a competência para autorizar despesas de alunos da USP em eventos ou atividades acadêmicas no exterior e qual é o limite de valor para essas despesas?"
1774,"Qual a data de aposentadoria voluntária do Professor Silvio Aparecido de Carvalho na USP e qual lei e resolução estão associadas à criação e extinção do seu cargo?"
946,"Quais são os critérios utilizados para avaliar a maturidade científica dos candidatos ao Doutorado em Saúde Global e Sustentabilidade na USP?"
2475,"Quais são os instrumentos da gestão acadêmica do Museu de Zoologia da USP segundo o seu regimento?"
793,"Quais são os critérios para o recredenciamento de orientadores em um programa de pós-graduação na USP?"
2339,"Como são escolhidos o Presidente da Coordenação e seu suplente na Escola Politécnica da USP?"
1875,"Quais são as responsabilidades do Conselho do Departamento na Universidade de São Paulo conforme o regulamento?"
1140,"Quais são os critérios para o credenciamento e recredenciamento de um orientador pleno na área de Pós-Graduação em Oceanografia na USP?"
1154,"Em quais idiomas uma dissertação pode ser redigida e defendida na Universidade de São Paulo, de acordo com o Regimento de Pós-Graduação?"
843,"Quais idiomas são permitidos para a redação e defesa de Dissertações e Teses na Universidade de São Paulo, além do português?"
2464,"Quais são os departamentos que compõem a Escola de Enfermagem de Ribeirão Preto (EERP) da USP?"
2578,"Quais são os deveres dos discentes de acordo com o Regimento do ICMC da USP?"
1609,"Quais são as responsabilidades de um coordenador de Grupo de Pesquisa na USP conforme o regulamento?"
2179,"Quais são as situações em que a votação será realizada de forma secreta dentro do conselho da USP, conforme as normas estabelecidas?"
3,"Qual é o período mínimo que um candidato ao Mestrado ou Doutoramento deve esperar após a integralização dos créditos exigidos para poder apresentar sua dissertação ou tese na USP?"
1292,"Quais são os critérios de proficiência em língua estrangeira exigidos para candidatos ao programa de Mestrado Profissional na USP?"
682,"Quais são as condições sob as quais o salário de um servidor da USP pode ser objeto de arresto, sequestro ou penhora, conforme o estatuto da universidade?"
1017,"Quais são os critérios obrigatórios para a opção de dissertação em formato de coletânea de artigos na USP?"
705,"Quais são as Comissões Permanentes do Conselho Universitário da USP e como são constituídas essas comissões?"
1198,"Qual é a nota mínima necessária para um candidato ser considerado aprovado em um processo de seleção na USP?"
1982,"Quais são os critérios para que um aluno possa se tornar monitor na FEARP da USP?"
2422,"Quais são as condições para que um aluno de graduação ou pós-graduação possa ser eleito como representante nos termos do Estatuto da USP?"
1040,"Qual é o prazo máximo para a reformulação de um relatório de atividades de pesquisa para alunos de Mestrado na USP?"
1521,"Qual é o número máximo de orientandos que um orientador pode ter na USP e quantos alunos ele pode coorientar adicionalmente?"
1860,"Quem tem direito de voto, mas não de ser votado, nas eleições da representação discente na Universidade de São Paulo?"
1203,"Quais são as consequências para um programa de pós-graduação na USP caso não entregue o relatório anual na data limite ou tenha seu relatório anual reprovado por duas vezes consecutivas?"
2025,"Quem são os membros elegíveis para votar na Comissão de Residência Médica (COREME) da FMUSP?"
2429,"Quantos membros compõem a Comissão de Pós-Graduação (CPG) da USP e como são escolhidos seus integrantes?"
2174,"Como será determinado o início do mandato do primeiro Vice-Diretor eleito em chapas nos Museus e Institutos Especializados da USP, caso os mandatos do Diretor e Vice-Diretor atuais não coincidam?"
2613,"Quem tem acesso às reuniões da Congregação da USP e em quais condições?"
1443,"Quantos créditos são necessários para a integralização do curso de mestrado na USP e como eles são distribuídos entre disciplinas e dissertação?"
679,"Quantas vezes por mês um servidor da USP pode se retirar temporária ou definitivamente durante o expediente sem desconto em seu salário, e sob que condição essa autorização é concedida?"
1745,"Qual é a porcentagem de representação discente nas Comissões da USP e como é eleita essa representação?"
1622,"A participação em projetos de pesquisa apoiados pelo CEBIMar gera vínculo empregatício ou funcional entre a Universidade de São Paulo e os membros desses projetos?"
2429,"Quantos membros compõem a Comissão de Pós-Graduação (CPG) da USP e como são escolhidos seus integrantes?"
2105,"Qual é o mandato dos representantes das Classes Trabalhadoras do Estado de São Paulo no contexto mencionado?"
2121,"Quais são as etapas do concurso público para a obtenção do título de Livre-Docente na Universidade de São Paulo (USP)?"
54,"Como é escolhido o Reitor da Universidade de São Paulo e qual é a duração do seu mandato?"
2533,"Quais são os meses em que as inscrições para o Concurso de Livre-Docência na USP estão abertas, e quais idiomas são aceitos para a redação do memorial e da tese original ou do texto exigidos na inscrição?"
1612,"Qual é a principal função do Centro de Informática de São Carlos (CISC) na Universidade de São Paulo?"
2390,"Qual é a carga horária mínima semanal em disciplinas obrigatórias para a matrícula na graduação na USP, e quais são as exceções a essa regra?"
12,"Quais são as áreas de estudo abrangidas pela secção de letras na regulamentação da Faculdade, conforme o artigo 21?"
2504,"Quais são as competências da Comissão de Pós-Graduação (CPG) na Universidade de São Paulo?"
2605,"Quais são as principais responsabilidades das Comissões de Graduação, Pós-Graduação, Pesquisa e Cultura e Extensão Universitária na Universidade de São Paulo?"
2408,"Qual é a composição e os mandatos dos membros da Comissão de Inclusão e Pertencimento da FMVZ-USP?"
1359,"Quais são os documentos necessários para um aluno solicitar a mudança de curso de Mestrado para Doutorado Direto na USP?"
1867,"Quem é responsável pela convocação de sessões ordinárias ou extraordinárias na USP e com quanto tempo de antecedência deve ser feita essa convocação?"
64,"Qual é o prazo máximo assegurado para um candidato inscrito a concurso de doutoramento, até a data da vigência do Estatuto da USP, concluir seu doutorado?"
2235,"Quais são os períodos de inscrição para monitoria na Universidade de São Paulo conforme a última atualização normativa?"
1280,"Qual é o prazo máximo para o depósito da tese de Doutorado na USP, tanto para portadores do título de mestre quanto para aqueles que ingressam diretamente no Doutorado, e é possível solicitar prorrogação desse prazo?"
2441,"Quais são as quatro provas que compõem o concurso de Livre-Docência na Universidade de São Paulo e quais são seus respectivos pesos?"
1742,"Quais são as fases e provas, incluindo seus respectivos pesos, que compõem o concurso para Professor Doutor na USP?"
2421,"Quais são os objetivos do Regimento da Escola de Artes, Ciências e Humanidades (EACH) da Universidade de São Paulo?"
2477,"Como são propostos os cargos docentes na Universidade de São Paulo e quais são os requisitos para essa proposição?"
1905,"Quais são os critérios para a composição da Comissão de Inclusão e Pertencimento do IP na USP, incluindo a duração do mandato e a possibilidade de recondução para seus membros?"
2417,"Quais são as responsabilidades dos Procuradores da Universidade de São Paulo que estão lotados nos campi do interior?"
1879,"Qual é a duração mínima e máxima permitida para a prova de erudição segundo as normas da USP?"
1711,"Qual é o requisito atualizado para a expedição de segunda via de diplomas pela Universidade de São Paulo em caso de extravio?"
2282,"Quais são as competências do Diretor de uma Unidade na Universidade de São Paulo conforme o regulamento?"
1620,"Quais são os critérios para a composição da Comissão Científica do CEBIMar segundo o seu regimento?"
2233,"Qual é a duração máxima permitida para as provas públicas de arguição nos concursos de Professor Doutor, Livre-Docência e Professor Titular na USP, e sob que condições o diálogo entre examinador e examinado é permitido?"
2525,"Qual é a função do GACInt na promoção de assuntos referentes a relações internacionais na USP?"
2212,"Qual é a duração do mandato dos docentes eleitos pela Congregação para fazer parte da Comissão de Pesquisa na USP e é permitida a recondução?"
2492,"Quem pode participar das reuniões do CTA da ESALQ sem direito a voto?"
1268,"Qual é o prazo máximo para o depósito da dissertação de Mestrado na USP?"
2384,"Quem tem a autoridade para veicular notícias e informações ou divulgar o nome e imagens do HRAC?"
707,"Quais são as principais responsabilidades do Reitor da Universidade de São Paulo conforme o regulamento institucional?"
2640,"Quais são os critérios de avaliação e seus respectivos pesos para o concurso de Professor Doutor na USP quando realizado em uma única fase?"
